Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Russian Federation,RUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.0573063367208,11.3355804143996,12.383018865556,11.700279102295,12.3127721298909,12.8198832504186,12.9692072846673,13.4231660990477,14.445737322322,..
Russian Federation,RUS,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,24.6292653403208,25.5664329864047,28.5618310090306,28.2517611901484,26.8943488841171,24.8282512332767,25.7890831635173,25.7890894032749,..,..
Russian Federation,RUS,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,77130833919200,77977816840900,76836521297600,77077133321100,78499183586300,80683552474500,82457695684800,80444263774200,84141131840300,..
Russian Federation,RUS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,12.799885012616,12.4271978897589,9.761666714108,8.19418914130003,9.71546623895349,14.4734868157828,12.2071140110196,7.58812544004463,18.5109394363314,..
Russian Federation,RUS,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,3.05775631125077,2.31599937992039,2.50292237351811,1.63670203160983,1.96827097946533,3.18408544311332,2.19179127550364,1.11948785487127,5.85907379530895,..
Russian Federation,RUS,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,7.10944640287371,7.0931496716151,5.1935783034665,4.35946884302262,5.18168611283961,8.00986600478557,6.89089961474804,3.88535807153478,9.45964236613277,..
Russian Federation,RUS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,50.1115272568077,50.2189991273923,49.7126094312904,..,..,..,..,..,..,..
Russian Federation,RUS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,30047.3158120271,29981.9912668829,29924.3141089741,29873.4127298717,29841.5038971918,29845.4035091979,29860.2011446027,29929.2430908998,..,..
Russian Federation,RUS,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,11.4981042378909,10.8090873277871,..,..,..,..,..,..,..,..
Brazil,BRA,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,20.5446782881997,20.353144637472,..,..,..,..,..,..,..,..
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,8.22576239371314,9.85708988895304,12.1184144471265,..,..,..,..,..,..,..
Brazil,BRA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,13.8908191836356,11.870133377942,..,..,..,..,..,..,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1456.10904746834,1490.42584610757,..,..,..,..,..,..,..,..
Brazil,BRA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,71136.133,78096.099,77241.688,66116.01,..,..,..,..,..,..
Brazil,BRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,76.6892081191253,73.0820738473312,73.9669080481113,..,..,..,..,..,..,..
Brazil,BRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,42.32,41.71,43.62,45.46,45.33,46.95,47.57,..,..,..
Brazil,BRA,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,10075420000,10077600000,5805180000,14598300000,6515000000,4953540000,14946570000,6242530000,3170480000,..
Brazil,BRA,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,9576120000,9440600000,5573180000,14598300000,5813300000,4947340000,6309570000,5899740000,2670270000,..
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.04152453327778,3.5714255248341,3.59214499882422,4.13736263347993,3.33827132367175,4.07745878194606,3.69270036167182,2.60854137404101,2.88624032195791,..
Brazil,BRA,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1080708,1118100,1095301,1063567,1079305,1046575,1057259,..,..,..
Brazil,BRA,Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,0.547509183133412,0.562972894110127,0.367215116613365,0.320897501414688,..,..,..,..,..,..
Brazil,BRA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.23601996898651,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.2248099517239,20.4724627523359,19.3600439758784,18.3547582819084,18.1885023124362,18.7490514539899,18.7546275752859,17.7016526354564,18.8581281523121,..
Brazil,BRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.4796122922512,10.3370973998231,10.5209374499127,10.7864511204391,10.7214980140397,10.5284573811407,10.3325005362606,9.66341817884917,9.6453417017345,..
Brazil,BRA,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,36.3888313097608,34.1546643418563,35.4621969491065,32.7776980511883,34.9332812403144,34.4760261990358,34.4291891354476,34.4291891351196,..,..
Brazil,BRA,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,3581827431600,3598339786900,3484989276700,3383919470000,3426360957900,3486532072500,3520661069500,3388879188800,3535744117200,..
Brazil,BRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,3.78686028400519,3.28623279487755,2.35832735012319,2.43013532231265,2.73375767842298,3.61759120230309,3.21717303299592,3.22987656043381,7.94111199933246,..
Brazil,BRA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0705641668851668,0.0682078611571187,0.047972921893605,0.0209459201154779,0.0274701476531574,0.0651681042894358,0.0723668776342963,0.0477663275367818,0.0699944991767358,..
Brazil,BRA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.78797181123262,1.74979758692364,1.11264455896167,1.02883412080618,1.24905409177789,1.89875463067738,1.75977305025389,1.31416348966725,3.74676225993476,..
Brazil,BRA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,12.0823819462927,13.7263798757642,13.6662471718485,..,..,..,..,..,..,..
Brazil,BRA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,28063.4067616511,27823.6987038953,27589.3051454883,27366.3905473113,27150.4332558803,26935.7748352317,26730.2062067548,26552.9931513259,..,..
Brazil,BRA,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,..,..,..,..,..,..,..,..,..,..
China,CHN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,4.53414655121912,5.10701715020901,..,..,..,..,..,..,..,..
China,CHN,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,3.01955761985074,2.88335408767616,..,..,..,..,..,..,..,..
China,CHN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.5648783506209,4.05665980378573,4.85700420830511,..,..,..,..,..,..,..
China,CHN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,14.7564514134368,15.0218007401139,..,..,..,..,..,..,..,..
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2204.24329905226,2224.35489845903,..,..,..,..,..,..,..,..
China,CHN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,320389.457,353880.168,366949.356,403091.308,..,..,..,..,..,..
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,20.2962273802567,22.6091537829535,23.926817173663,..,..,..,..,..,..,..
